image_id,question,answer_type,expected_answer,generated_answer
269196,Are the sheep tagged?,yes/no,yes,no
269196,Are these sheep raised for wool?,yes/no,yes,no
269196,Is the wire barbed?,yes/no,no,no
531967,What is the woman sitting on?,other,counter,yes
531967,Is there a toaster oven in the picture?,yes/no,yes,yes
532007,Are they on the beach?,yes/no,yes,yes
532007,How many horses are there?,number,3,yes
532007,Are they equestrians?,yes/no,yes,yes
401092,How many drinks are on the table?,number,2,2
401092,Are those pickles or cucumbers?,other,cucumbers,2
401092,What on the plate?,other,sandwich,2
401092,What color is the cheese?,other,yellow,2
532426,What is the dog sitting in?,other,sidecar,motorcycle
532426,What kind of dog is it?,other,poodle,motorcycle
532426,What color is the animal?,other,white,motorcycle
532426,What is the dog tied to?,other,motorcycle,motorcycle
532426,How many parking meters are shown?,number,2,motorcycle
8191,How are the men dressed?,other,swimsuits,brown
8191,How many people are in the center of the photo?,number,6,brown
8191,What color hair does the boy on the right have?,other,brown,brown
8191,Where are the people surfing?,other,lake,brown
8191,What is the date on the picture?,number,7/30/2006,brown
8191,What's the building in the background?,other,boathouse,brown
219820,Is this picture considered well taken?,yes/no,yes,yes
219820,Is the boat moving?,yes/no,yes,yes
219820,Is it fall?,yes/no,yes,yes
532568,How many stop light?,number,4,yes
532568,Is this the right atmosphere for Dracula?,yes/no,yes,yes
532568,What kind of flag is flying?,other,american,yes
270708,Is her hair in a bun?,yes/no,yes,yes
270708,What sport is shown here?,other,tennis,yes
8721,Which screen seems to show Facebook?,other,none,no
8721,What is on the computer?,other,pictures,no
8721,Is the laptop on?,yes/no,no,no
8721,How many monitors are on the desk?,number,3,no
8721,Are all the computers on?,yes/no,no,no
8721,How many keyboards are shown?,number,2,no
8721,How many monitors are turned on?,number,2,no
8721,What is the color of the book?,other,yellow,no
8721,Are both of these computer monitors turned on?,yes/no,no,no
8749,How many slices of pizza were eaten?,number,0,tray
8749,What is the pizza on?,other,tray,tray
8749,Name this pizza?,other,margarita,tray
270908,What is the most likely reason as to why this guy is laid out on the ground?,other,tired,ball
270908,What is on his shirt?,other,ball,ball
533137,What type of sign is that?,other,map,skiing
533137,What activity are the people participating in?,other,skiing,skiing
503978,What color is the pasta?,other,orange,yes
503978,What is green dish on left top?,other,broccoli,yes
503978,Is this a healthy meal?,yes/no,yes,yes
503978,What are the objects on the large white platter on the left?,other,broccoli,yes
503978,Can a vegan eat this food?,yes/no,yes,yes
503978,Is the plate a solid color?,yes/no,yes,yes
503978,What color is the bowl?,other,white,yes
503978,What type of food is this?,other,pasta,yes
9270,What dessert is on the girl's shirt?,other,cake,cake
9270,What is the girl doing?,other,eating,cake
9270,What color is the utensil the kid will be using?,other,white,cake
9270,What is the girl eating?,other,cake,cake
402626,Are they eating the grass?,yes/no,no,no
402626,Are the sheeps posing for the camera?,yes/no,no,no
402626,What color is the grass?,other,green,no
402626,Are the sheep in danger?,yes/no,no,no
402626,What color is the sheep?,other,white,no
271680,Are there any animals in this image?,yes/no,yes,yes
271680,Are the cats in the window real?,yes/no,yes,yes
9721,What letters are shown on the keyboard?,other,yulghjbnm,gray
9721,What is the primary color of the keyboard?,other,white,gray
9721,What color is the scrolling wheel on the mouse?,other,gray,gray
403078,Who does the equipment belong too?,other,man,we
403078,What kind of outfit is the man wearing?,other,wetsuit,we
403078,What is on the man's body?,other,wetsuit,we
403078,What is on the man's wrist?,other,wetsuit,we
403078,Are these guys going in the water?,yes/no,yes,we
403078,What is this man riding on?,other,surfboard,we
403107,Is the computer on?,yes/no,yes,7
403107,How many black keys are on the keyboard?,number,7,7
272153,What color is the dog?,other,tan,yes
272153,What type is the dog in the picture?,other,retriever,yes
272153,What kind of landscape is this?,other,beach,yes
272153,Is the dog going for a walk on the beach?,yes/no,yes,yes
272153,What is behind the people?,other,water,yes
272153,Is it cloudy?,yes/no,yes,yes
272153,What is the man in this picture doing?,other,walking,yes
272153,What is the guy carrying?,other,surfboard,yes
403255,What is the main color of the boat?,other,white,boat
403255,What country's flag is on the boat?,other,sweden,boat
403255,What is the man riding?,other,boat,boat
403255,What is the man doing?,other,boating,boat
403255,What type of engine does the boat have?,other,outboard,boat
272518,How many colors are in the ropes on each horse?,number,2,winter
272518,What time of the year is it?,other,winter,winter
220215,What color is the water?,other,blue,yes
220215,Does the building have lots of windows?,yes/no,yes,yes
220215,What are the people doing?,other,rowing,yes
403862,What color is the train?,other,green,yes
403862,What character is the train patterned after?,other,thomas,yes
403862,Is there more than 1 person in the picture?,yes/no,yes,yes
154721,Is the book open?,yes/no,yes,motorcycle
154721,What color is the floor?,other,brown,motorcycle
154721,What is pictured in the book?,other,motorcycle,motorcycle
11320,Was this taken in the USA?,yes/no,yes,no
11320,What do the wires carry?,other,bridge,no
11320,Was this photo taken this century?,yes/no,no,no
242189,Is the person tired?,yes/no,yes,square
242189,What kind of footwear is she wearing?,other,sandals,square
242189,The tiles are in what shape?,other,square,square
535682,What is she looking at?,other,phones,phones
535682,Are her toenails painted?,yes/no,yes,phones
535682,Are the objects in her hand the same?,yes/no,yes,phones
142562,What color is the grass?,other,green,green
142562,What color is the horse?,other,brown,green
536110,Are any beaks touching?,yes/no,no,yes
536110,What are the birds on?,other,sky,yes
536110,Sunny or overcast?,other,sunny,yes
536110,Are the birds the same size?,yes/no,yes,yes
536110,How many birds are flying?,number,6,yes
536110,How many real wings in the sky?,number,12,yes
536110,What type of birds are they?,other,seagulls,yes
536110,Are these large birds?,yes/no,yes,yes
536110,How many birds?,number,6,yes
536110,How many feather on the wings?,number,50,yes
536110,What's in the sky?,other,birds,yes
536110,How many birds are shown?,number,6,yes
536110,What is the bird on?,other,sky,yes
536110,Are the birds sitting in a tree?,yes/no,no,yes
536110,Does these birds have long legs?,yes/no,no,yes
536110,How many birds are there?,number,6,yes
536110,Where is the bird?,other,sky,yes
536110,How many birds are in this photo?,number,6,yes
536110,What color is the sky?,other,blue,yes
536110,What kind of bird is it?,other,seagull,yes
142919,What is the pizza on?,other,plate,yes
142919,Is the pizza cooked?,yes/no,yes,yes
142919,Name a pizza topping?,other,tomato,yes
142919,Is this pizza cooked?,yes/no,yes,yes
142919,What is one of the toppings on the pizza?,other,cheese,yes
142919,What green vegetable is on the pizza?,other,arugula,yes
142919,What is the green vegetable on the pizza?,other,basil,yes
12016,Is it sunny?,yes/no,no,sky
12016,What kind of trees are here?,other,palm,sky
12016,Where is the light at?,other,sky,sky
12016,What type of building is that?,other,wall,sky
67569,Is the plane flying?,yes/no,no,no
67569,Is the plane on grass?,yes/no,no,no
67569,What kind of plane is pictured?,other,seaplane,no
12323,Is this bathroom under construction?,yes/no,yes,no
12323,What is the position of the window?,other,closed,no
12323,How many faucets do you see?,number,0,no
12323,Do the room have a shower curtain?,yes/no,no,no
12323,Is the lid down?,yes/no,no,no
12323,Is the toilet tank open?,yes/no,no,no
12323,Is it day time?,yes/no,yes,no
12323,Is the toilet seat up or down?,other,up,no
12323,How much toilet paper is left?,other,half,no
12323,Where is the window in relation to the toilet?,other,above,no
12323,How many rolls of toilet paper are in the bathroom?,number,2,no
12323,Is the bathroom clean?,yes/no,yes,no
12323,How many rolls of tissue are there?,number,2,no
12323,Is there a lot of privacy here?,yes/no,no,no
12323,Is the lid on the toilet down?,yes/no,no,no
12323,Which way is the toilet paper roll facing?,other,up,no
12323,Does this bathroom need painted?,yes/no,yes,no
12323,Do people use that fancy toilet?,yes/no,yes,no
12323,How would one flush the toilet?,other,handle,no
12323,When is someone going to refill the toilet paper?,other,soon,no
12323,Is a shower visible?,yes/no,no,no
12323,How many rolls of toilet paper are on the top of the toilet?,number,1,no
12323,Is there toilet paper?,yes/no,yes,no
12323,Could this bathroom be used to change clothes?,yes/no,yes,no
12323,Where is the tissue?,other,toilet,no
12323,What color is the toilet paper?,other,white,no
12323,What color is the toilet?,other,white,no
143556,What are the people wearing on their heads?,other,helmets,yes
143556,Is the person on the left a biker?,yes/no,yes,yes
143556,What color is the bike?,other,red,yes
405998,What number does the candle have on it?,number,4,no
405998,Are there any animals on the cake?,yes/no,yes,no
405998,Is the candle edible?,yes/no,no,no
275449,Is there a TV in the photo?,yes/no,no,no
275449,What type of wine?,other,red,no
275449,Is the wine chilled?,yes/no,no,no
275449,Is the ceiling light to the right or the left of the cat?,other,left,no
144481,Who works here?,other,curator,no
144481,What era are these vases from?,other,medieval,no
144481,Are these vases for sale?,yes/no,no,no
275661,Is the computer on or off?,other,on,blue
275661,Why is the floor shiny?,other,yes,blue
275661,What color is the lampshade?,other,blue,blue
13550,How many elephants are seen?,number,1,infant
13550,In what setting is the woman petting the elephant?,other,natural,infant
13550,Is the main elephant an adult or an infant?,other,infant,infant
406885,Is this a toy train?,yes/no,yes,yes
406885,How many cars are on the train?,number,1,yes
406885,Is the train on the tracks?,yes/no,yes,yes
406885,Can a person ride this train?,yes/no,no,yes
276057,Is the window open?,yes/no,no,yes
276057,Is the woman in an office?,yes/no,no,yes
276057,Are the blinds open?,yes/no,yes,yes
407298,What is this boy holding?,other,baseball,yes
407298,Did the boy just lose some teeth?,yes/no,yes,yes
407298,What color shirt is he wearing?,other,blue,yes
14167,Is the skateboarder wearing safety gear?,yes/no,no,no
14167,Is there a fence in the picture?,yes/no,no,no
14167,How many steps lead up to the buildings?,number,many,no
14167,What is the building on the left made out of?,other,glass,no
538513,What is this food?,other,pizza,paper
538513,What kind of plate is it?,other,paper,paper
538513,What is the plate sitting on?,other,table,paper
407520,Where is the refrigerator?,other,kitchen,yes
407520,Does the refrigerator have magnets on it?,yes/no,yes,yes
407520,Are there curtains in this picture?,yes/no,yes,yes
276528,How many different floral patterns can be seen?,number,3,wall
276528,What is the color of the pillow on the bed?,other,white,wall
276528,Where is a mirror?,other,wall,wall
276969,What is walking in the background?,other,horses,no
276969,Are these pigeons?,yes/no,no,no
276969,Are they walking on a garden path?,yes/no,no,no
276969,What color are the horses?,other,brown,no
276969,Are these bears?,yes/no,no,no
276969,What are these animals?,other,horses,no
276969,Are there different type of animals here?,yes/no,no,no
276969,How many dogs are in the picture?,number,0,no
276969,Are the bears on the ground?,yes/no,no,no
276969,What type of animal is this?,other,horse,no
276969,Would you run if you saw them coming?,yes/no,no,no
276969,Are there animals here?,yes/no,yes,no
276969,Is this a wild horse?,yes/no,yes,no
276969,Are there trees in the picture?,yes/no,yes,no
276969,What is this animal?,other,horse,no
276969,Where is the elephant?,other,forest,no
276969,What animal is in the pic?,other,horses,no
276969,What kind of tree is in the background?,other,pine,no
276969,What kind of animal is shown?,other,horse,no
276969,Where are the animals going?,other,grazing,no
276969,How many horses?,number,5,no
276969,Why should the photographer be on keen lookout?,other,horses,no
408143,What color is the bike?,other,blue,no
408143,Is there a mushroom in the picture?,yes/no,yes,no
408143,Is the table dusty?,yes/no,no,no
539224,What type of hat does the bear have?,other,crown,pole
539224,What is holding the bear up?,other,nails,pole
539224,Where is the teddy bear?,other,pole,pole
91754,What kind of birds are these?,other,cranes,no
91754,Do you see any water?,yes/no,no,no
91754,Are there puddles on the ground?,yes/no,no,no
91754,What season is it in the picture?,other,summer,no
91754,What does this animal eat?,other,worms,no
91754,Is there water nearby?,yes/no,no,no
539413,How many people on bikes?,number,0,no
539413,Does the ground look dry?,yes/no,no,no
539413,What garment is the boy wearing over his yellow shirt?,other,jacket,no
539413,How many umbrellas are there?,number,7,no
539413,What color is the furthest umbrella?,other,blue,no
539413,How many different patterns are seen?,number,2,no
539413,Is anyone running?,yes/no,no,no
539413,What is on the man's shirt?,other,rain,no
539413,How many people are wearing blue jeans?,number,5,no
539413,Do some people just like to walk in the rain?,yes/no,yes,no
539678,Is the bear a cub?,yes/no,no,no
539678,What is this bear doing?,other,sitting,no
539678,What kind of animal is this?,other,bear,no
539678,Is the bear cuddly?,yes/no,no,no
373945,Is this a gourmet meal?,yes/no,no,no
373945,What type of food is being prepared?,other,pizza,no
373945,Is he cooking during the day?,yes/no,no,no
461334,Does the player have sunglasses?,yes/no,yes,no
461334,What color is the letter A on the man's cap?,other,yellow,no
461334,Is anyone hatless?,yes/no,no,no
461334,"Is this practice, or a real game?",other,practice,no
461334,What letter is on the uniform?,other,a,no
461334,What the man in the back leaning against?,other,bat,no
408773,What is the pattern on his shirt called?,other,plaid,no
408773,Is it raining?,yes/no,no,no
408773,Is he wearing any visible skateboard gear?,yes/no,no,no
408773,Is the person in a rural area?,yes/no,no,no
15709,Is this an airport?,yes/no,yes,yes
15709,What is written on the airplane's tail?,other,jetblue,yes
15709,How many planes are on the tarmac?,number,3,yes
15709,What company is on the plane?,other,jetblue,yes
409523,What sport is the man in the water doing?,other,surfing,water
409523,What time of year does this scene take place?,other,summer,water
409523,What is the name of the photography company?,other,wp,water
409523,What is on the ground?,other,water,water
409523,Where are they located?,other,ocean,water
409523,What is in the background?,other,water,water
409523,How many large waves are seen?,number,1,water
540619,Which side of the room has a window?,other,left,left
540619,What is this room?,other,bathroom,left
540619,What is laying on the floor?,other,cardboard,left
409914,Is there a keyboard?,yes/no,no,no
409914,How many TVs are shown?,number,1,no
409914,Has the person on the screen ever run for president?,yes/no,no,no
409914,What is next to the clock?,other,tv,no
409914,What time is it?,number,11:35,no
409914,What is on the TV screen?,other,show,no
409914,What time does the screen say?,number,11:35,no
409914,Is there a tv screen here?,yes/no,yes,no
409914,Where is the TV?,other,ceiling,no
409914,Why do the hands appear blurry?,other,television,no
409914,What does the sign in front of the TV say?,other,velocidad,no
409914,Are the numbers legible?,yes/no,yes,no
409914,Is there a silver car in this picture?,yes/no,no,no
409914,What color is the hair of the person on the TV?,other,black,no
409914,What is the name of the man on the screen?,other,unknown,no
409914,Who is the man on TV?,other,actor,no
409914,Where is the white Styrofoam cup?,other,none,no
409914,How many cats?,number,0,no
409914,How many electronics devices do you see?,number,1,no
410068,Is there a man in the picture?,yes/no,no,yes
410068,What color umbrella does she have?,other,green,yes
410068,Is she wearing boots?,yes/no,yes,yes
410068,Is the lady walking in the crosswalk?,yes/no,yes,yes
410068,What politician is featured on side of truck?,other,none,yes
17182,What is written on the chalkboard?,other,nothing,6
17182,How many books are on the desk?,number,6,6
279407,What sport are they playing?,other,baseball,yes
279407,Does the kid like playing this sport?,yes/no,yes,yes
410533,Is the cat taking a shower?,yes/no,no,no
410533,Is the water turned on?,yes/no,no,no
410533,What kind of expression do you see on the cat?,other,bored,no
410533,Would you normally find a cat in this position?,yes/no,no,no
410533,What room is this?,other,kitchen,no
24776,What color is the door?,other,green,no
24776,Is the child crying?,yes/no,no,no
24776,What color is her hair?,other,blonde,no
199578,Is the bus fully occupied?,yes/no,no,yes
199578,Is this in the daytime?,yes/no,no,yes
199578,Does the bus have lights inside?,yes/no,yes,yes
199578,What language is used on the signs?,other,english,yes
279974,How many wires are in the tennis racket?,number,50,yes
279974,Is this a professional tennis player?,yes/no,yes,yes
279974,Is the man ready?,yes/no,yes,yes
148957,Is this called half a dozen?,yes/no,yes,donut
148957,What is in the box?,other,donuts,donut
148957,How many doughnuts with sprinklers are there?,number,1,donut
280560,What are the white lines for?,other,boundaries,boundaries
280560,Is this person likely playing with someone else?,yes/no,yes,boundaries
411674,What number is on the bus?,number,172,172
411674,What number is this bus?,number,172,172
411674,How many levels on bus?,number,2,172
411674,How many windows on the side of the bus' second level?,number,6,172
411765,Which foot does the man have planted forward?,other,right,no
411765,Is he dancing?,yes/no,no,no
374486,How many giraffes are there?,number,2,no
374486,Are there any trees in the background?,yes/no,yes,no
374486,Why can't you see the head of the giraffe in the background?,other,cropped,no
281259,What color is the object approaching the boy?,other,yellow,no
281259,What color is a helmet?,other,black,no
281259,Is the boy going to hit an egg?,yes/no,no,no
412658,What number player is at bat in this baseball game?,number,16,left
