image_id,question,answer_type,expected_answer,generated_answer
276528,How many different floral patterns can be seen?,number,3,1
157771,What color is the man's tie?,other,blue,red
528030,What color is this man's tie?,other,blue,red
28506,Where is the soap?,other,windowsill,in car
409523,What time of year does this scene take place?,other,summer,8:35
372161,Is there a zebra behind the front two?,yes/no,yes,no
276969,How many dogs are in the picture?,number,0,2
133969,Are the batter and catcher on the same team?,yes/no,no,yes
286313,Is the batter facing the camera?,yes/no,yes,yes
536110,How many birds?,number,6,1
267175,What is hanging from the roof?,other,lights,bricks
154846,What color is the plate?,other,white,green
136600,How many computing devices are present?,number,1,1
402626,What color is the grass?,other,green,green
503978,What color is the pasta?,other,orange,green
280560,Is this person likely playing with someone else?,yes/no,yes,yes
152004,Is the tree an evergreen?,yes/no,yes,yes
409914,Why do the hands appear blurry?,other,television,yes
133698,Is that marshmallows on top of the pizza?,yes/no,no,no
91754,Do you see any water?,yes/no,no,no
409914,What is next to the clock?,other,tv,6
27146,Is this a hospital?,yes/no,no,no
136355,What kind of flowers are in the vase?,other,tulips,gray
406885,Can a person ride this train?,yes/no,no,no
285992,What is on the tree?,other,bird,bricks
405998,Are there any animals on the cake?,yes/no,yes,no
290959,What is the owner of the train?,other,amtrak,snowboarding
281259,What color is a helmet?,other,black,red
3145,Does a housekeeper clean these rooms?,yes/no,no,no
8749,What is the pizza on?,other,tray,no
394131,Is it raining in the picture?,yes/no,no,yes
12323,Is a shower visible?,yes/no,no,no
266176,Is this a messy room?,yes/no,yes,no
276969,Are there trees in the picture?,yes/no,yes,no
276969,Where are the animals going?,other,grazing,zoo
6845,Are the animals in the water?,yes/no,yes,no
275449,What type of wine?,other,red,wine
4069,How many bikes are there in the picture?,number,2,1
1852,What color is the hair?,other,white,green
9270,What dessert is on the girl's shirt?,other,cake,no
536110,Where is the bird?,other,sky,yes
272153,What type is the dog in the picture?,other,retriever,bedroom
546670,What is on her head?,other,helmet,yes
408143,What color is the bike?,other,blue,red
393777,Is a children's show on TV?,yes/no,no,yes
133161,Are there lemons also?,yes/no,yes,no
529636,What time does this clock read?,number,2:10,8:35
397,What is the leafy substance?,other,basil,bricks
153656,Is the toothbrush new?,yes/no,yes,no
136600,How many computers are shown?,number,1,1
536110,Sunny or overcast?,other,sunny,yes
546674,Is there wine in the cooler in the background?,yes/no,yes,no
15709,What company is on the plane?,other,jetblue,no
12016,Is it sunny?,yes/no,no,yes
22090,Are these fruits good for you?,yes/no,yes,no
524535,What color icing is on the doughnuts?,other,white,no
527631,Are the two half's equal?,yes/no,no,yes
530652,Where do you usually find sharks?,other,ocean,yes
532426,What kind of dog is it?,other,poodle,tabby
138078,Do the trees have leaves?,yes/no,yes,no
328730,Are all men wearing ties?,yes/no,no,no
14167,How many steps lead up to the buildings?,number,many,1
551167,Is the woman wearing a cap?,yes/no,no,yes
26547,What color are the bristles?,other,white,gray
142919,Is the pizza cooked?,yes/no,yes,no
268725,Will the motorcycle fall over?,yes/no,no,no
245162,Is this a busy street?,yes/no,no,no
212309,Is there a house behind the fence?,yes/no,yes,no
403255,What type of engine does the boat have?,other,outboard,1
410533,Is the cat taking a shower?,yes/no,no,no
539413,Do some people just like to walk in the rain?,yes/no,yes,yes
393995,What is around the cat's neck?,other,collar,bicycles
403078,What is on the man's body?,other,wetsuit,hat
26374,What color is his shirt?,other,blue,red
283,What color is the chair in the background?,other,tan,white
159736,What is the shape of the dish the cake is on?,other,square,no
272518,How many colors are in the ropes on each horse?,number,2,1
401092,How many drinks are on the table?,number,2,1
5600,What vegetable is shown here?,other,onion,yes
461334,"Is this practice, or a real game?",other,practice,yes
411674,How many levels on bus?,number,2,1
287387,What kind of animal is this?,other,bear,bedroom
538513,What is this food?,other,pizza,train
245162,Does the street look busy?,yes/no,yes,yes
550349,Is the bus door open?,yes/no,no,no
219820,Is this picture considered well taken?,yes/no,yes,yes
412658,Is the batter probably left or right handed?,other,left,yes
284160,How many colors are the busses?,number,4,1
540619,Which side of the room has a window?,other,left,bedroom
414212,What is behind the man?,other,curtain,woman
24776,What color is her hair?,other,blonde,red
529917,Are these people waiters?,yes/no,yes,no
551921,Is this person barefoot?,yes/no,yes,yes
552247,Is the coach proud of the girls?,yes/no,yes,yes
266176,What is the yellow object?,other,bananas,snowboarding
276969,What is this animal?,other,horse,bedroom
539224,What type of hat does the bear have?,other,crown,brown
134386,What is the woman holding?,other,cake,woman
409914,Has the person on the screen ever run for president?,yes/no,no,no
136355,What is made of wood?,other,table,leather
408773,Is he wearing any visible skateboard gear?,yes/no,no,yes
285992,What green fruit is shown?,other,apple,wine
199578,What language is used on the signs?,other,english,no
154846,Where is the food served?,other,home,woods
267175,How many screens are there?,number,2,1
136600,What is sitting on the screen?,other,website,net
531967,What is the woman sitting on?,other,counter,snowboarding
403862,What color is the train?,other,green,brown
24391,What color is the ribbon?,other,orange,purple
503978,What type of food is this?,other,pasta,wine
410068,Is there a man in the picture?,yes/no,no,yes
409914,Who is the man on TV?,other,actor,yes
550514,How many rings are there?,number,5,1
407298,Did the boy just lose some teeth?,yes/no,yes,yes
276969,What is walking in the background?,other,horses,net
265742,Where are the trees?,other,forest,street
265635,Is this woman pooping?,yes/no,no,yes
286313,Is the battery on the home or visitor team?,other,visitor,yes
548498,Is this a clean or messy person?,other,messy,no
21900,Is the horse jumping?,yes/no,no,yes
539678,Is the bear cuddly?,yes/no,no,no
220215,What are the people doing?,other,rowing,snowboarding
409523,What is in the background?,other,water,bricks
22498,What color is the water?,other,blue,gray
372161,Are these animals grazing?,yes/no,no,yes
12323,How many rolls of tissue are there?,number,2,1
279407,What sport are they playing?,other,baseball,soccer
276969,Why should the photographer be on keen lookout?,other,horses,yes
21310,How many kids in the picture?,number,3,1
281660,What is outside the window?,other,wall,bricks
539413,What color is the furthest umbrella?,other,blue,red
8721,How many monitors are on the desk?,number,3,1
545867,What is the squared shape in the background?,other,house,red
11320,What do the wires carry?,other,bridge,no
532007,Are they on the beach?,yes/no,yes,yes
12323,Is it day time?,yes/no,yes,yes
267664,What time of day is this?,other,afternoon,8:35
160195,Is there a water hydrant near the man?,yes/no,no,no
1626,What material is most dominant in texture in this picture?,other,wood,gray
26363,Is the building in the image ancient?,yes/no,yes,yes
265777,Is there food on the table?,yes/no,yes,no
26564,What are the computers on top of?,other,desk,no
156626,Are the roses open?,yes/no,no,no
403078,Are these guys going in the water?,yes/no,yes,yes
8191,How are the men dressed?,other,swimsuits,1
242189,Is the person tired?,yes/no,yes,yes
12323,When is someone going to refill the toilet paper?,other,soon,no
133087,Are there any people in the picture?,yes/no,no,no
415015,Will the flowers get sunlight?,yes/no,yes,no
283,What is in the cup?,other,wine,bicycles
263520,What is the animal?,other,giraffe,bedroom
314396,What material is the table made of?,other,metal,white
142919,What is the green vegetable on the pizza?,other,basil,green
212309,What color is the base on the right?,other,white,red
403255,What is the man riding?,other,boat,snowboarding
245162,What is parked outside?,other,bus,yes
268725,Can you see this rider's eyes?,yes/no,no,no
268770,What does the sign say?,number,$200,no
287387,What color is the bear?,other,tan,brown
270908,What is the most likely reason as to why this guy is laid out on the ground?,other,tired,yes
245162,What are the primary colors on the sign attached to the red brick building?,other,red,white
397109,Anyone on the bench?,yes/no,no,no
461334,What the man in the back leaning against?,other,bat,yes
284160,Is the bus door closed?,yes/no,yes,no
441009,What is the number of the girl in the black hat?,number,13,no
148957,Is this called half a dozen?,yes/no,yes,yes
374486,Why can't you see the head of the giraffe in the background?,other,cropped,yes
275661,What color is the lampshade?,other,blue,white
290602,What is the person holding?,other,snowboard,snowboarding
546670,What is the girl riding?,other,skateboard,no
272153,What is the guy carrying?,other,surfboard,yes
536110,What's in the sky?,other,birds,yes
3084,What color is the clock?,other,black,red
409914,Is there a tv screen here?,yes/no,yes,no
144481,Are these vases for sale?,yes/no,no,no
6845,What is the animal standing on?,other,water,no
546219,Are these people eating breakfast?,yes/no,yes,no
459922,What is crossing the road?,other,cow,bricks
154633,What kind of fruit is this?,other,banana,wine
270708,What sport is shown here?,other,tennis,snowboarding
373945,Is he cooking during the day?,yes/no,no,yes
17182,What is written on the chalkboard?,other,nothing,net
527631,What is the utensil on the plate?,other,none,train
530652,Where is this?,other,park,yes
527631,Is there lettuce in the sandwich?,yes/no,no,no
286719,Is there a man wearing an apron?,yes/no,yes,no
138078,What is the primary color of the uniforms?,other,red,brown
137003,What structure is over the girl's left shoulder?,other,kite,woman
328730,Are the men young?,yes/no,yes,yes
264769,How many spools of thread are there?,number,1,1
19904,Are there any police officers around?,yes/no,yes,no
133161,Why are there stickers on the oranges?,other,barcodes,no
153656,What letter is on the cup?,other,c,no
164,Is the light on?,yes/no,no,no
536110,How many birds are flying?,number,6,1
529636,Is the picture taken from above or below?,other,below,yes
245162,Do you think cars are a primary form of transportation here?,yes/no,yes,no
265879,What color is the shirt that says America?,other,black,red
395452,Is the food burnt?,yes/no,no,yes
290231,What number is on this bike?,number,1,no
12323,Is the lid on the toilet down?,yes/no,no,no
290843,What color is the cat's eyes?,other,blue,gray
29125,What shape is the structure?,other,rectangle,brown
276528,What is the color of the pillow on the bed?,other,white,white
157771,Is this man famous?,yes/no,yes,yes
539413,What garment is the boy wearing over his yellow shirt?,other,jacket,yes
27221,What color is the flower pot?,other,gray,green
409523,What sport is the man in the water doing?,other,surfing,snowboarding
372161,How many zebra are standing next to each other?,number,2,2
545155,Is it likely the rope is tied to a second horse?,yes/no,yes,no
21900,What color is the blanket that lays on the horses back?,other,white,gray
407520,Are there curtains in this picture?,yes/no,yes,no
535682,Are the objects in her hand the same?,yes/no,yes,yes
160195,What are the people doing?,other,skateboarding,snowboarding
262189,What color is the Salisbury Rd. sign?,other,white,white
245162,How many vans are there?,number,1,1
26363,What is being road?,other,elephants,bricks
26564,What is the flat screen monitor on the desk displaying?,other,work,leather
399542,How many lines are on the zebras?,number,30,2
545867,Are these animals eating?,yes/no,yes,yes
8721,How many keyboards are shown?,number,2,1
419216,Is the cafe crowded?,yes/no,yes,no
12323,Is this bathroom under construction?,yes/no,yes,no
155885,Why are all the birds white?,other,seagulls,no
157469,What animal is the child's chair designed to look like?,other,giraffe,wine
2302,Are they on a mountain top?,yes/no,yes,yes
409914,What time is it?,number,11:35,8:35
411765,Is he dancing?,yes/no,no,yes
91754,What kind of birds are these?,other,cranes,no
285992,What do you call the base part of this organism?,other,trunk,yes
405998,What number does the candle have on it?,number,4,no
136355,What is the color of the flowers?,other,red,brown
406885,Is the train on the tracks?,yes/no,yes,yes
290959,How many people are standing near the door?,number,2,1
281259,What color is the object approaching the boy?,other,yellow,red
12323,How many rolls of toilet paper are on the top of the toilet?,number,1,1
266176,What brand is the plastic container?,other,tupperware,no
276969,Is this a wild horse?,yes/no,yes,no
8749,How many slices of pizza were eaten?,number,0,1
394131,Is the plane getting ready to take off?,yes/no,yes,yes
133969,How many people are sitting on bucket?,number,4,1
526368,How many cords are on the laptop?,number,1,1
286313,What sport is this?,other,baseball,snowboarding
276969,Are there different type of animals here?,yes/no,no,no
527631,How many slices of cheese are on this?,number,1,1
571835,What kind of cat is this?,other,tabby,tabby
503978,What is green dish on left top?,other,broccoli,bricks
402626,Are the sheep in danger?,yes/no,no,no
536110,How many feather on the wings?,number,50,1
267175,Which room is this?,other,office,bedroom
154846,What kind of vegetable is on the pizza?,other,mushroom,wine
136600,Does the candle match or clash with the colors on the wall?,other,match,no
415001,What color is the grass?,other,green,green
409914,What does the sign in front of the TV say?,other,velocidad,yes
152004,How big is glass?,other,large,1
5600,What type of utensil appears next to the food?,other,spoon,wine
12323,How much toilet paper is left?,other,half,1
401092,What color is the cheese?,other,yellow,green
266021,What surface are they standing on?,other,sand,no
284160,What time of day is it?,other,afternoon,8:35
412658,What color is the batter's shirt?,other,green,red
26564,Are there headphone on the desk?,yes/no,no,no
287387,Is that a light beer label?,yes/no,no,no
245162,Is there smoke coming out of the chimney?,yes/no,no,no
411674,What number is this bus?,number,172,no
461334,Does the player have sunglasses?,yes/no,yes,yes
212309,Is the player scoring a run?,yes/no,no,yes
530013,Which team is the home team?,other,cardinals,bedroom
245162,What is in front of the building?,other,bus,nothing
268725,Is the background in focus?,yes/no,no,yes
14167,Is there a fence in the picture?,yes/no,no,no
268966,Was this photo taken outdoors?,yes/no,no,yes
1171,Is this train engine old?,yes/no,yes,yes
159736,Is this a gluten free dish?,yes/no,no,yes
283,Is this a high quality bottle of wine?,yes/no,yes,no
403078,What kind of outfit is the man wearing?,other,wetsuit,wine
8191,What's the building in the background?,other,boathouse,brown
410533,Would you normally find a cat in this position?,yes/no,no,no
393995,Is the cat in front of a window?,yes/no,yes,no
267175,Is this a restaurant?,yes/no,no,no
536110,What are the birds on?,other,sky,no
245162,What kind of product is on the bottom shelf?,other,coke,wine
264769,Are the scissors open or closed?,other,closed,no
409914,How many cats?,number,0,1
138078,Is the boy playing the infield or outfield?,other,outfield,yes
328730,Is everyone having a beer?,yes/no,yes,no
532426,What color is the animal?,other,white,gray
22090,Are there any people in the picture?,yes/no,no,no
524535,What pastry is being made?,other,donuts,no
12016,Where is the light at?,other,sky,yes
527631,What kind of sandwich is this?,other,beef,no
15709,Is this an airport?,yes/no,yes,no
9270,What color is the utensil the kid will be using?,other,white,red
275449,Is the wine chilled?,yes/no,no,no
4069,What's visible in the background?,other,trees,bricks
6845,Are there any animals on the shore?,yes/no,no,no
154721,Is the book open?,yes/no,yes,yes
271680,Are the cats in the window real?,yes/no,yes,no
403107,How many black keys are on the keyboard?,number,7,1
393777,What is in the upper corner of the room?,other,curtains,bricks
269196,Are the sheep tagged?,yes/no,yes,no
136355,Is there only one flower?,yes/no,no,no
272153,What kind of landscape is this?,other,beach,bedroom
536110,How many birds are there?,number,6,1
12323,Is the toilet tank open?,yes/no,no,no
25393,Which man is dressed more professionally?,other,right,bedroom
11320,Was this taken in the USA?,yes/no,yes,yes
8721,Which screen seems to show Facebook?,other,none,bedroom
156626,Is there a vase?,yes/no,yes,no
26363,How many elephants?,number,3,1
26564,Are there a lot of cables in this image?,yes/no,yes,no
265777,What color is the her shirt?,other,red,red
288224,What is in the bowl?,other,chips,bricks
142562,What color is the grass?,other,green,green
409914,How many electronics devices do you see?,number,1,1
267664,Is there a television in the room?,yes/no,no,no
409523,Where are they located?,other,ocean,down
220215,Does the building have lots of windows?,yes/no,yes,yes
372161,Is this a color photo?,yes/no,yes,no
22498,What color is the sky?,other,blue,blue
545155,Is this a cowboy?,yes/no,no,yes
539678,Is the bear a cub?,yes/no,no,no
21900,Is the wide gate on hinges?,yes/no,yes,no
158957,Is the man going to be doing any fishing?,yes/no,no,yes
245162,Is it going to rain?,yes/no,no,yes
539413,What is on the man's shirt?,other,rain,backpack
395452,What is green?,other,plate,bricks
290231,Who is the sponsor?,other,castrol,yes
12323,Is the bathroom clean?,yes/no,yes,no
290843,What color are the cats eyes?,other,green,white
414750,How many pairs of scissors are in this picture?,number,1,1
264769,Is somebody sewing?,yes/no,yes,no
409914,Is there a silver car in this picture?,yes/no,no,no
410068,What color umbrella does she have?,other,green,red
503978,Can a vegan eat this food?,yes/no,yes,no
267175,Is the chair an office chair or a kitchen table chair?,other,office,no
154846,Are they sharing a pizza?,yes/no,yes,no
136600,Are the candles too close to the laptop?,yes/no,no,no
265635,How many women are shown?,number,1,1
286313,Is the batter ready to bat?,yes/no,yes,yes
276969,What color are the horses?,other,brown,gray
407298,What color shirt is he wearing?,other,blue,red
265742,Has this elephant been trained?,yes/no,no,no
552247,In what type of room was this picture taken?,other,gym,yes
12323,Where is the tissue?,other,toilet,no
276969,What kind of tree is in the background?,other,pine,gray
3145,Are there any blinds on the windows?,yes/no,yes,no
529917,What color ties?,other,black,red
24776,Is the child crying?,yes/no,no,no
414212,What is written on the man's shirt?,other,waialua,tv
408773,Is it raining?,yes/no,no,yes
199578,Is the bus fully occupied?,yes/no,no,no
285992,Are the leaves brown or green?,other,green,yes
536110,What color is the sky?,other,blue,blue
136355,What color are the flowers on the wall?,other,green,gray
409914,Is there a keyboard?,yes/no,no,no
265851,Where is the bear sitting on?,other,chair,yes
26907,Is the child athletic?,yes/no,yes,yes
134386,How many fingers is she holding up?,number,5,1
91754,Is there water nearby?,yes/no,no,yes
463670,Is this a sad dog?,yes/no,no,no
532426,How many parking meters are shown?,number,2,1
137003,What color is the girl's shirt?,other,pink,red
138078,Where is this person located?,other,field,yes
276969,Are the bears on the ground?,yes/no,no,no
328730,What are the men holding?,other,beer,no
286719,What are the yellow fruit?,other,lemons,no
527631,Will the sandwich eat the fries?,yes/no,no,no
530652,Is that a frog?,yes/no,no,no
529636,How many clocks?,number,2,1
265879,Is the man drinking wine?,yes/no,yes,no
9721,What letters are shown on the keyboard?,other,yulghjbnm,white
245162,Is this close to water?,yes/no,no,yes
263403,Is this an advertisement?,yes/no,yes,no
164,What is the color of the refrigerator?,other,white,white
153656,Is this toothbrush being used?,yes/no,no,no
536110,Are these large birds?,yes/no,yes,no
26624,What website is displayed on the photo?,other,wwwbyuencom,no
133161,What type of fruit has labels?,other,oranges,no
13550,How many elephants are seen?,number,1,1
143556,What are the people wearing on their heads?,other,helmets,no
264769,What color are the candles?,other,blue,gray
144481,What era are these vases from?,other,medieval,no
136328,What type of fabric is the hat made of?,other,corduroy,red
393777,Is there a baby?,yes/no,yes,no
536110,Are the birds sitting in a tree?,yes/no,no,no
272153,What is behind the people?,other,water,watching
546670,What does the child have on her feet?,other,sneakers,yes
527631,Is this an authentic Philly steak and cheese?,yes/no,yes,no
373945,What type of food is being prepared?,other,pizza,wine
154633,Is the banana big?,yes/no,no,no
282942,Is the woman married?,yes/no,yes,yes
532568,Is this the right atmosphere for Dracula?,yes/no,yes,no
422391,What is inside the truck?,other,horse,ice cream
546219,What liquid is in the glasses?,other,coffee,wine
459922,Is the animal pooping?,yes/no,yes,yes
67569,Is the plane flying?,yes/no,no,no
441009,Are all the people in this picture girls?,yes/no,no,yes
284160,What color is the bus?,other,red,red
397109,Can you see the reflection of the bench in the water?,yes/no,no,no
283101,How many people do you think are on each boat?,number,20,1
268770,What is not allowed according to the sign?,other,littering,no
533137,What activity are the people participating in?,other,skiing,snowboarding
550349,Is this a European bus?,yes/no,yes,no
290602,What color is the fence?,other,blue,red
275661,Why is the floor shiny?,other,yes,yes
374486,Are there any trees in the background?,yes/no,yes,no
133087,What color is the street light?,other,white,white
415015,What color is the vase?,other,clear,gray
159451,What brand is the vehicle?,other,stobart,no
283,What is the brand of wine?,other,cupcake,no
290843,What is the cat doing?,other,sitting,sleeping
8191,Where are the people surfing?,other,lake,yes
279974,How many wires are in the tennis racket?,number,50,1
245162,Is there any traffic?,yes/no,yes,no
403255,What country's flag is on the boat?,other,sweden,snowboarding
284160,How many levels is the bus?,number,2,1
314396,What word starts with I and ends in A?,other,innova,white
263520,Does this appear to be taken in a zoo?,yes/no,no,yes
142919,Is this pizza cooked?,yes/no,yes,no
571835,What is the cat inside of?,other,suitcase,no
276969,What are these animals?,other,horses,giraffes
265742,Does this animal have tusks?,yes/no,yes,no
526368,What color are the keys?,other,white,white
265635,What is she standing upon?,other,map,picnic table
152004,Is the glass empty?,yes/no,yes,yes
410068,Is the lady walking in the crosswalk?,yes/no,yes,yes
133698,Is this pizza round?,yes/no,no,no
154846,Is this finger food?,yes/no,yes,yes
267175,Do the walls appear to be curved?,yes/no,no,no
136600,What brand of laptop is on the desk?,other,apple,no
280560,What are the white lines for?,other,boundaries,no
402626,Are they eating the grass?,yes/no,no,yes
503978,Is this a healthy meal?,yes/no,yes,no
406885,How many cars are on the train?,number,1,1
27146,Is the kitchen cluttered?,yes/no,yes,no
